NameKlinik,Titel,DatumBewertung,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,QualitätBeratung,MedizBehandlung,VerwaltungAblaeufe
HEH Herzogin Elisabeth Hospital,"Ein Alptraum für mich, nie wieder HEH!",25.02.2020,Innere,"Ich war froh, als ich das Krankenhaus, wo es keine Behandlung stattgefunden hat, endlich wieder verlassen habe und zu einem richtigen Arzt gegangen bin, wo mir auch sofort geholfen wurde. Als Kassen Patient kann man es vergessen. Die Ärzte, die ich dort auf der Station kennenlernen dürfte, waren, mit einer Ausnahme (den Namen darf ich hier leider nicht nennen), arrogant, überheblich und inkompetent. Mehr braucht man dazu nicht sagen, einfach nur schlecht. Nie wieder HEH!",star-0,star-0,star-0,star-0
HEH Herzogin Elisabeth Hospital,Sehr gute Klinik,07.02.2020,Chirurgie,Eine sehr gute Klinik. Ich fühlte mich bestens aufgehoben.,star-6,star-6,star-6,star-4
HEH Herzogin Elisabeth Hospital,Alles war sehr gut,06.02.2020,Chirurgie,Alles war gut von der Op bis der Aufenthalt im Zimmer. Die Schwester sind alle sehr nett man hat das Gefühl das die Ihren Job noch lieben egal wie oft du klingelt immer freundlich und gut gelaunt. Und ich bin kein Mensch der immer Angst vor Krankenhäusern aber hier war alles gut.,star-6,star-2,star-6,star-6
HEH Herzogin Elisabeth Hospital,Gallenblasenentfernung 27.01.2020,29.01.2020,Chirurgie,"Am 23.01.2020 war ich zur vorstationären Aufnahme in dem HEH. Die ""Grünen Damen"" haben mich zu den verschiedenen Etappen bzw. Gesprächen begleitet. Die Untersuchung auf MRSA und folgende Blutabnahme, Narkosearzt und am Ende ein Gespräch mit einem Mitglied der Operateure. Ich bin in der Vergangenheit (in anderen Krankenhäusern) schon relativ häufig operiert worden und nicht immer ist alles so gelaufen wie es hätte sein sollen, daher war ich äußerst froh darüber, dass die Narkoseärztin sich sehr viel Zeit für mich nahm und alles (Erfahrungen, Allergien etc.) fein säuberlich notierte. Ich hatte nie das Gefühl unter Zeitdruck zu stehen.

Am 27.01.2020 habe ich mich um kurz vor 07:00 Uhr im Stationszimmer der Station 2 angemeldet. Ich wurde freundlich empfangen und zu meinem Zimmer begleitet. Ich wurde mehrmals gefragt wie ich heiße, wann ich geboren bin und was operiert werden sollte. Schließlich wurde eine Markierung auf meinen Bauch gezeichnet und um 08:20 war ich schon im OP. Auch hier wurde ich nochmals gefragt wer ich bin, was gemacht werden sollte usw. Die Chance hier Opfer einer Verwechselung zu werden ist komplett ausgeschlossen. Das Narkoseteam erklärte mir sehr genau und sehr ruhig was jetzt passieren würde und Schwups war ich schon im Aufwachraum. Ich hatte so gut wie keine Schmerzen. Trotzdem wurde ich gefragt wie stark die Schmerzen sind und ob ich es aushalten konnte.
Nach ca. zwei Stunden befand ich mich wieder im Zimmer, zwar ziemlich benebelt, aber auch ziemlich glücklich. Ich bekam ab und zu etwas Schmerzmittel und ich durfte auch etwas trinken. Am nächsten Morgen habe ich normal frühstücken können und am 29.01. konnte ich schon wieder nach Hause.

Und jetzt die Kurzfassung:
Beim HEH stimmt einfach alles. Das Personal ist stets freundlich – damit meine ich Ärzte, Krankenpfleger, Krankenpfleger Schüler, die Grünen Damen, die Frau, die die Wahlleistungen regelt, die Helfer, einfach alle.

Ich kann, ohne die geringsten Bedenken, dieses Krankenhaus empfehlen – besonders für Angsthasen so wie ich es bin.

Bin gesetzlich versichert, habe mir allerdings ein Zweibettzimmer durch Zuzahlung gegönnt.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Kompetenz,28.12.2019,Orthopädie,"War heute da, Hoffnung auf Abhilfe Knieproblemen knorpelschaden patella gleitlager.
Die Ärztin hatte sich nichtmal den mitgebrachten befund durchgelesen und musste bei der Untersuchung auf div. Sachverhalte hingewiesen werden. Sie gab dann an, dass erstmal noch neue Krankengymnastik an einem gereizten knie mit bewegungseinschränkung durchgeführt werden sollte und dann in 2 Monaten erneut geschaut werden solle. Super Diagnose, hyaluronbehandlung fehlgeschlagen nun physio auf gereiztem knie mit knorpelschaden 3-4. Das hätte mein Hausarzt besser hinbekommen! Bin kein Arzt, aber gereitztes Gewebe extra traktieren kann nicht die Lösung sein.

Wohl zur falschen Zeit da gewesen!",star-0,star-0,star-0,star-4
HEH Herzogin Elisabeth Hospital,Gut aufgehoben im HEH,01.12.2019,Orthopädie,"Für eine anstehende Hüft OP entschied ich mich für das Herzogin Elisabeth Hospital in Braunschweig.
Für mich persönlich der erste Aufenthalt in einem Krankenhaus überhaupt. Entsprechend hoch die Angst vor dem Ungewissen.
Bei der vorstationären Aufnahme im HEH wurde man durch die Grünen Damen ""an die Hand"" genommen und zu allen Stationen begleitet. Also keine lange Sucherei in Etagen und Fluren. Sehr Gut!!
Am Tag der OP wurde ich , entsprechend aufgeregt, durch ein kompetentes und professionelles Pflegeteam auf der Station 4 des HEH aufgenommen und ruhig und verständnisvoll auf die OP vorbereitet. Vor der OP stellte sich die operierende Ärztin persönlich bei mir vor und kennzeichnete das zu operierende Hüftgelenk um eine Verwechslung auszuschließen. !!
Die Betreuung nach der OP auf der Station 4 war ebenfalls hervorragend! Ich hatte immer das Gefühl hier gut aufgehoben zu sein.
Mein besonderer Dank gilt dem Team für die unkonventionelle Problemlösung, die sich durch den einen oder anderen Schnarcher im Zimmer ergab.
Mir wurde nicht gesagt was alles nicht geht sondern Lösungen gefunden. Toll!!
Über die Verpflegung kann ich mich ebenfalls nicht beklagen.
Mein Aufenthalt erstreckte sich vom 25.11.2019 bis zum 29.11.2019",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Sehr zu empfehlen,19.11.2019,Rheuma,"Ich bin regelmäßig zur Infusionstherapie für 5 Tage in der Rheumaabteilung. Fr. Dr. Mahn ist nach für vor eine erstklassige Ärztin, sehr einfühlsam und genau mit der Diagnostik. Fr. Dr. Heinecke unterstützt sie sehr gut, ebenso seit kurzem Hr. Dr. Weenders. Die Station 5 ist gut organisiert,sodass ich bei den Schwestern und Pflegern sehr gut aufgehoben war. Auch das Essen war schmackhaft und konnte selbst zusammengestellt werden. Ein Konsil zu verschiedenen Ärzten wurde noch während des Aufenthalts gestellt. Alles in allem ist die Klinik sehr zu empfehlen!",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Ausgezeichnetes Ergebnis Knie OP,11.11.2019,Orthopädie,"Nachdem meiner Frau im Juni 2019 eine Knieprothese in der Medizinischen Hochschule Hannover falsch eingesetzt wurde, sie nach OP ein O-Bein hatte und sie nur mit extremen Schmerzen ein paar Schritte machen konnte, erfolgte am 1.11.19 im HEH die Revisions-OP. Alles wieder raus, alles neu. Eine Arbeit, die Ärzte ungern machen, die aber - dass muss gesagt werden - im HEH ausgezeichnet erledigt wurde. Die Ärzte haben wirklich sehr gut gearbeitet und ich bin ihnen dankbar, dass bis jetzt! die Revision offenbar sehr gut gelungen ist. Hierfür mein Dank und meine Empfehlung für das HEH und meine bittere Warnung vor der MHH. Auch Personal im HEH ist erstklassig und immer freundlich. In der MHH gab es stattdessen schlechte Laune, gestresstes Personal und inkompetente Ärzte. Nach-OP-Versorgung war in Hannover grottenschlecht und im HEH erleben wir das Gegenteil davon. Hut ab vor guter Leistung und gutem Personal im HEH!",star-6,star-6,star-6,star-4
HEH Herzogin Elisabeth Hospital,Danke an alle HEH Mitarbeiter der Station 2,11.10.2019,Chirurgie,"Mit großem Respekt vor meinem ersten Krankenhausaufenthalt war ich vom 9.10.-11.10. 2019 im HEH.Von der Aufnahme und dem Aufklärungsgespräch mit der Anästhesistin und der Chirurgin, über die freundliche und kompetente Behandlung der Schwestern und Ärzte der Station 2 und der wirklich guten Essensauswahl, alles war top ! Hochachtung an alle Mitarbeiter des HEH und Danke.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Nukleotomie,20.09.2019,Orthopädie,"Ich lag Ende August 2019 für 10Tage auf der Station für Wirbelsäulenchirurgie . Ich litt seit 1Jahr unter einem Bandscheibenvorfall und bin nach Verschlechterung meiner Schmerzsituation ,stationär aufgenommen worden. Da sich keine Besserung einstellte nach erneuter PDA Spritze mit Kortison , wurde ich 2Tage später operiert und es wurde eine Nukleotomie durchgeführt. Ich hatte große Angst vor der O.P . Der postoperative Verlauf verlief komplikationslos und nach 4 Tagen wurde ich entlassen . Die O.P Aufklärung war etwas zwischen Tür und Angel , da gleichzeit die Physiotherapie bei mir war und ich abgelenkt war aber Anästehsieaufklärung war super. Schade fand ich, das es keine Leitlinie gibt bei Bandscheiben O.P's , so wie sie es bei den Hüft &Knie O.P's gibt im HEH.
Auf Station habe ich mich gut betreut gefühlt . Nur ein Arztgespräch, nach der O.P wäre schön gewesen um zu Erfahren wie es gelaufen ist.",star-6,star-4,star-4,star-6
HEH Herzogin Elisabeth Hospital,4te Mal HEH und noch immer TOP!,10.09.2019,Gefäßchirurgie,"Ich bin mit einem vermutlichen Abszess zur Sprechstunde der Gefäßchirurgie gegangen. Da ich dort bereits Stammgast bin, wurde ich auch vom OA Dr. Witzel betreut. Toller Mann und hervorragender Arzt!

Dienstag Sprechstunde
Donnerstag vorstationäre Aufnahme
Freitag OP und den Montag drauf schon wieder zu Hause

Genaue Diagnose steht noch nicht fest. Die Raumforderung ist zur Biopsie eingeschickt.

Tolles Personal und Dr. Witzel ist eine Wucht! Nur die vorstationäre Aufnahme ist für Gehbehinderte wie mich eine echte Belastung. Viel rum Gelaufe und Stehen.

Essen ist top! Dank Zusatzversicherung hatte ich ein Einzelzimmer und fühlte mich etwas wie ein VIP!

Einen negativen Punkt habe ich:

Bei der Entlassung sollte ich mit dem Bein schon wieder mit der Prothese nach Hause laufen. Die Naht ist genau an der linken Wade die in der Prothese steckt. 3 Tage Post OP. Somit kam ich zu Hause an mit einer völlig durchbluteten Socke im Liner und einem Stück aufgegangener Naht. Der Arzt der mich entlassen hat, hatte es mir aber so gesagt. Übrigens nicht Dr. Witzel!

Ansonsten bin ich vollumfänglich Zufrieden!",star-6,star-6,star-4,star-2
HEH Herzogin Elisabeth Hospital,Noch immer ratlos und fassungslos,29.08.2019,Innere,,star-4,star-4,star-4,star-0
HEH Herzogin Elisabeth Hospital,Erfolgreiche Operation am Fuß,02.08.2019,Orthopädie,"Aufgrund der Diagnose, dass eine Sehne in meinem Fuß aufgeribbelt war, wurde ich im Februar diesen Jahres im HEH von Herrn Dr. Tsolov operiert.
Seit dem kann ich wieder schmerzfrei laufen.",star-6,star-6,star-6,star-4
HEH Herzogin Elisabeth Hospital,"Gut, das ich hier im HEH war",06.06.2019,Chirurgie,"Angefangen vom Chefarzt über den Oberarzt bis hin zu den Krankenschwestern kann ich nur das allerbeste berichten.
Freundlichkeit und Kompetenz traf man überall an. Auch die Küche passte sich dem Gesamteindruck an: Man wurde gefragt, was man essen möchte und das war auch hervorragend zubereitet und geschmackvoll. Die Krankheit wurde behandelt duch einen Halbgott in Weiss und einer Göttin in Altrosa, so das ich bei der Entlassung dachte: war doch wie im Urlaub. Vielen Dank an alle.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,völlig komplikationslose Hüft TEP OP,20.05.2019,Orthopädie,"Nach der ersten Hüft TEP OP vor 7 Jahren stand nunmehr auch die zweite Hüft TEP OP an.
Ich habe mich wieder für die HEH Braunschweig unter Leitung von Prof. Heller entschieden.
Die OP verlief völlig komplikationslos. Von der Aufnahme bis zur Entlassung habe ich mich bestens aufgehoben gefühlt.
Nach 3 Tagen konnte ich bereits entlassen werden und habe sofort mit der Reha begonnen.
Heute bin ich sehr zufrieden und danke dem Team um Professor Heller.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Jederzeit wieder,24.04.2019,Orthopädie,"Ich war als Patient für eine Hüft-Op im HEH.
Sehr nettes Personal ob Arzt/in oder Krankenschwester oder Empfang. Sie sind kompetent , können sehr gut die Krankheitssituation für einen nicht Mediziner hervoragend und verständlich erklären. Sind einfühlsam und man fühlt sich gut und sicher aufgehoben . Ich hatte zu keiner Zeit Zweifel an einer erfolgreichen OP. Die Betreuung nach der OP war super, gutes Essen (wie im Hotel), Krankenzimmer sind sehr sauber und modern ausgestattet wirken aber etwas nüchtern. Jederzeit wieder ( falls es nochmal erforderlich ist) und absolut empfehlenswert",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Voll zufrieden,10.04.2019,Chirurgie,"Nach Vorstellung in der Ambulanz vormittags sofortige Notaufnahme mit OP am Nachmittag. Sehr gut geplanter Ablauf, immer bemühte Mitarbeiter. Pflegepersonal war immer freundlich, gut organisierte Abläufe, die fürs Essen zuständige Mitarbeiterin half der betagten Bettnachbarin bei der Entlassung, Telefon abmelden, Koffer packen. Das Betriebsklima macht auf die Patienten einen entspannten Eindruck, obwohl auch hier der Arbeitsdruck genauso hoch ist wie in allen Krankenhäusern.
OP perfekt gelaufen, im Aufwachraum gabs nen Keks, Schmerzen gar keine, die offene Wundversorgung wurde sehr gut erklärt und für zu Hause vorbereitet.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Das beste Krankenhaus,28.03.2019,Chirurgie,"Kompetente und freundliche Ärzte! Die Schwestern auf Station 1 und 2 sehr, sehr freundlich und machen ihre Arbeit sehr gewissenhaft und mit viel Herz! In meinen Augen haben diese einen Bonus verdient!!! Kann dieses Krankenhaus nur dringend weiterempfehlen. Wenn ich nochmal eins aufsuchen müsste wär dieses die erste und einzige Wahl! Danke an alle für die gute Betreuung",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Immer wieder HEH,07.03.2019,Chirurgie,"Ich wurde im HEH an der Schilddrüse und Nebenschilddrüse operiert. Von der Vorbereitung bis zur Entlassung kann ich nur Positives berichten. Das Team von Dr.Köhler ist ein Klasse Team. Die Ärzte immer da, wenn man sie ruft. Auf Fragen wurde Antwort gegeben und als sich bei mir Probleme einstellten, waren sie immer zur Stelle, um mir zu helfen. Die Schwestern sind immer freundlich, cool und immer zur Stelle. Auch wenn oftmals der Notruf gedrückt wurde, es kam nie ein negatives Wort, eher ein freundliches.
Wenn nur einige Krankenhäuser so ein Team hätten, würden man nicht mit so viel Angst und Bedenken diesen Weg gehen.
Ich würde immer wieder in dieses Krankenhaus gehen.
Das Essen und auch die Zimmer ermöglichen einem einen
angenehmen Aufenthalt.",star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Wieder laufen.,01.03.2019,Orthopädie,Ich lag 8 ein halb Wochen in der Klinik ich bin mit Rollator rein und mit meinen Beinen laufend wieder raus. Es wurde alles getan das ich Schmerz frei wieder laufen kann. 2 hüft obs bin einer Woche. Alle Ärzte Personal pfleger Krankengymnasten alle die dazu gehören waren super. Ich kann nur sagen es ist super. Danke.,star-6,star-6,star-6,star-6
HEH Herzogin Elisabeth Hospital,Wartezeit beim Chefarzt,07.01.2019,Orthopädie,"Die Klinik hat den besten Ruf, was u.a. Hüftoperationen anbetrifft.
Da mein Orthopäde eine Hüft-OP verordnete, bin ich deshalb den Empfehlungen verschiedener Bekannter gefolgt und habe mir dort einen Ersttermin zur Vorstellung besorgt -7.01.2019, 11:30 -.
Ich war sehr pünktlich dort, legte meine Unterlagen vor, füllte einen langen Fragebogen aus und wurde in den Wartebereich verwiesen.
Dort wartete ich und wartete und wartete...
Die Vorzimmerdame bat nacheinander eine Reihe Patienten zum Doktor, auch später gekommene.
Es gab aber keinen Kommentar zur Zeitverzögerung, kein freundliches Feedback, nichts.
Nach geschlagenen 2 (in Worten: ZWEI) Stunden unkommentierter Wartezeit liess ich mir etwas ungehalten meine Papiere wieder aushändigen.

Die Klinik sieht mich nicht wieder.",star-0,star-0,star-0,star-0
HEH Herzogin Elisabeth Hospital,Unzufrieden mit liegezeit,05.12.2018,Chirurgie,"Pflegepersonal sehr nett. Leider ist nach Bsop die vorgegebene Verweildauer so knapp...dass 2 Tage nach der op der Patient unter noch vorhandenen Schmerzen gesagt bekommt, dass es in 3 Tagen ja dann heim geht. Und wenn man dann den Wunsch nach einen Tag mehr äussert endet das wie auf dem türkischen Basar. Man muss verhandeln und betteln. Sehr unangenehm und nicht förderlich für die Gesundheit.. Und natürlich für das HEH.",star-2,star-4,star-2,star-4
HEH Herzogin Elisabeth Hospital,Helfen ist hier nicht modern,05.12.2018,Orthopädie,"Mir wurden vor kurzem Drähte und Schrauben in meinen Fuß operiert, welche nun jedoch extreme Probleme verursachen mit Höllenschmerzen und möglicherweise auch Langzeitschäden wenn sie nicht schnellstmöglich wieder heraus genommen werden. In diesem Krankenhaus habe ich versucht das Problem zu schildern, jedoch darf man nicht mal aussprechen sondern wird direkt unterbrochen. Dann bekommt man einen Gesprächstermin für in 3 Monaten!! Da das noch nicht genug ist, kann man mir dann aber noch keinen op Termin nennen - was mindestens noch mal eine Wartezeit von einem Monat bedeutet. Auch hier wird man frech unterbrochen. Wenn das schon so anfängt, kann man vermutlich nur froh sein, dass man hier nicht operiert wird. Meiner Ansicht nach absolut nicht zu empfehlen wenn man so mit Patienten umgeht.",star-0,star-0,star-2,star-0
